name,type,sponsoring_org,dates,iana_url
.ma,country-code,Agence Nationale de Réglementation des Télécommunications (ANRT),"Record last updated 2016-02-19.Registration date 1993-11-26.",https://www.iana.org/domains/root/db/ma.html
.macys,generic,"Macys, Inc.","Record last updated 2016-07-12.Registration date 2016-06-24.",https://www.iana.org/domains/root/db/macys.html
.madrid,generic,Comunidad de Madrid,"Record last updated 2014-11-20.Registration date 2014-10-02.",https://www.iana.org/domains/root/db/madrid.html
.maif,generic,Mutuelle Assurance Instituteur France (MAIF),"Record last updated 2016-02-19.Registration date 2015-02-13.",https://www.iana.org/domains/root/db/maif.html
.maison,generic,"Victor Frostbite, LLC","Record last updated 2015-06-29.Registration date 2014-02-06.",https://www.iana.org/domains/root/db/maison.html
.makeup,generic,L'Oréal,"Record last updated 2016-02-22.Registration date 2015-12-23.",https://www.iana.org/domains/root/db/makeup.html
.man,generic,MAN SE,"Record last updated 2015-07-27.Registration date 2015-02-27.",https://www.iana.org/domains/root/db/man.html
.management,generic,"John Goodbye, LLC","Record last updated 2015-06-29.Registration date 2013-12-12.",https://www.iana.org/domains/root/db/management.html
.mango,generic,PUNTO FA S.L.,"Record last updated 2015-03-31.Registration date 2014-01-23.",https://www.iana.org/domains/root/db/mango.html
.market,generic,"United TLD Holdco, Ltd","Record last updated 2015-08-26.Registration date 2014-05-22.",https://www.iana.org/domains/root/db/market.html
.marketing,generic,"Fern Pass, LLC","Record last updated 2015-06-29.Registration date 2014-01-09.",https://www.iana.org/domains/root/db/marketing.html
.markets,generic,DOTMARKETS REGISTRY LTD,"Record last updated 2016-02-24.Registration date 2015-03-06.",https://www.iana.org/domains/root/db/markets.html
.marriott,generic,Marriott Worldwide Corporation,"Record last updated 2015-09-28.Registration date 2014-12-18.",https://www.iana.org/domains/root/db/marriott.html
.marshalls,generic,"The TJX Companies, Inc.","Record last updated 2016-07-16.Registration date 2016-04-07.",https://www.iana.org/domains/root/db/marshalls.html
.maserati,generic,Fiat Chrysler Automobiles N.V.,"Record last updated 2016-08-04.Registration date 2016-07-14.",https://www.iana.org/domains/root/db/maserati.html
.mattel,generic,"Mattel Sites, Inc.","Record last updated 2016-05-31.Registration date 2016-01-22.",https://www.iana.org/domains/root/db/mattel.html
.mba,generic,"Lone Hollow, LLC","Record last updated 2015-06-29.Registration date 2015-05-14.",https://www.iana.org/domains/root/db/mba.html
.mc,country-code,"Gouvernement de Monaco
Direction des Communications Electroniques","Record last updated 2011-10-13.Registration date 1995-01-20.",https://www.iana.org/domains/root/db/mc.html
.mcd,generic,McDonald’s Corporation,"Record last updated 2016-08-08.Registration date 2016-07-07.",https://www.iana.org/domains/root/db/mcd.html
.mcdonalds,generic,McDonald’s Corporation,"Record last updated 2016-08-08.Registration date 2016-07-07.",https://www.iana.org/domains/root/db/mcdonalds.html
.mckinsey,generic,"McKinsey Holdings, Inc.","Record last updated 2016-07-31.Registration date 2016-07-21.",https://www.iana.org/domains/root/db/mckinsey.html
.md,country-code,MoldData S.E.,"Record last updated 2015-12-14.Registration date 1994-03-24.",https://www.iana.org/domains/root/db/md.html
.me,country-code,Government of Montenegro,"Record last updated 2012-12-27.Registration date 2007-09-24.",https://www.iana.org/domains/root/db/me.html
.med,generic,Medistry LLC,"Record last updated 2016-02-21.Registration date 2015-11-12.",https://www.iana.org/domains/root/db/med.html
.media,generic,"Grand Glen, LLC","Record last updated 2015-06-29.Registration date 2014-04-03.",https://www.iana.org/domains/root/db/media.html
.meet,generic,Charleston Road Registry Inc.,"Record last updated 2016-07-29.Registration date 2014-03-20.",https://www.iana.org/domains/root/db/meet.html
.melbourne,generic,"The Crown in right of the State of Victoria, represented by its Department of State Development, Business and Innovation","Record last updated 2015-11-27.Registration date 2014-07-03.",https://www.iana.org/domains/root/db/melbourne.html
.meme,generic,Charleston Road Registry Inc.,"Record last updated 2016-08-03.Registration date 2014-06-12.",https://www.iana.org/domains/root/db/meme.html
.memorial,generic,"Dog Beach, LLC","Record last updated 2015-06-29.Registration date 2014-11-20.",https://www.iana.org/domains/root/db/memorial.html
.men,generic,Exclusive Registry Limited,"Record last updated 2016-03-21.Registration date 2015-05-08.",https://www.iana.org/domains/root/db/men.html
.menu,generic,"Wedding TLD2, LLC","Record last updated 2014-10-03.Registration date 2013-11-13.",https://www.iana.org/domains/root/db/menu.html
.meo,generic,PT Comunicacoes S.A.,"Record last updated 2016-02-18.Registration date 2015-01-15.",https://www.iana.org/domains/root/db/meo.html
.metlife,generic,"MetLife Services and Solutions, LLC","Record last updated 2016-05-11.Registration date 2016-03-18.",https://www.iana.org/domains/root/db/metlife.html
.mf,country-code,Not assigned,"Record last updated 2008-05-30.Registration date 2007-10-11.",https://www.iana.org/domains/root/db/mf.html
.mg,country-code,NIC-MG (Network Information Center Madagascar),"Record last updated 2016-03-18.Registration date 1995-07-25.",https://www.iana.org/domains/root/db/mg.html
.mh,country-code,Office of the Cabinet,"Record last updated 2013-08-03.Registration date 1996-08-16.",https://www.iana.org/domains/root/db/mh.html
.miami,generic,Top Level Domain Holdings Limited,"Record last updated 2016-04-16.Registration date 2014-02-28.",https://www.iana.org/domains/root/db/miami.html
.microsoft,generic,Microsoft Corporation,"Record last updated 2016-02-27.Registration date 2015-04-30.",https://www.iana.org/domains/root/db/microsoft.html
.mil,sponsored,DoD Network Information Center,"Record last updated 2016-01-20.Registration date 1985-01-01.",https://www.iana.org/domains/root/db/mil.html
.mini,generic,Bayerische Motoren Werke Aktiengesellschaft,"Record last updated 2016-01-27.Registration date 2014-06-05.",https://www.iana.org/domains/root/db/mini.html
.mint,generic,"Intuit Administrative Services, Inc.","Record last updated 2016-07-12.Registration date 2016-06-09.",https://www.iana.org/domains/root/db/mint.html
.mit,generic,Massachusetts Institute of Technology,"Record last updated 2016-07-07.Registration date 2016-06-24.",https://www.iana.org/domains/root/db/mit.html
.mitsubishi,generic,Mitsubishi Corporation,"Record last updated 2016-07-07.Registration date 2016-06-24.",https://www.iana.org/domains/root/db/mitsubishi.html
.mk,country-code,Macedonian Academic Research Network Skopje,"Record last updated 2016-02-12.Registration date 1993-09-23.",https://www.iana.org/domains/root/db/mk.html
.ml,country-code,Agence des Technologies de l’Information et de la Communication,"Record last updated 2013-04-09.Registration date 1993-09-29.",https://www.iana.org/domains/root/db/ml.html
.mlb,generic,"MLB Advanced Media DH, LLC","Record last updated 2016-05-25.Registration date 2016-05-05.",https://www.iana.org/domains/root/db/mlb.html
.mls,generic,The Canadian Real Estate Association,"Record last updated 2016-04-20.Registration date 2015-08-20.",https://www.iana.org/domains/root/db/mls.html
.mm,country-code,"Ministry of Communications, Posts & Telegraphs","Record last updated 2011-11-29.Registration date 1997-02-04.",https://www.iana.org/domains/root/db/mm.html
.mma,generic,MMA IARD,"Record last updated 2015-03-31.Registration date 2015-02-27.",https://www.iana.org/domains/root/db/mma.html
.mn,country-code,"Datacom Co., Ltd.","Record last updated 2012-11-01.Registration date 1995-03-02.",https://www.iana.org/domains/root/db/mn.html
.mo,country-code,Bureau of Telecommunications Regulation (DSRT),"Record last updated 2014-06-26.Registration date 1992-09-17.",https://www.iana.org/domains/root/db/mo.html
.mobi,sponsored,Afilias Technologies Limited dba dotMobi,"Record last updated 2012-02-25.Registration date 2005-10-17.",https://www.iana.org/domains/root/db/mobi.html
.mobily,generic,GreenTech Consultancy Company W.L.L.,"Record last updated 2015-12-23.Registration date 2015-12-03.",https://www.iana.org/domains/root/db/mobily.html
.moda,generic,United TLD Holdco Ltd.,"Record last updated 2015-06-11.Registration date 2014-01-09.",https://www.iana.org/domains/root/db/moda.html
.moe,generic,"Interlink Co., Ltd.","Record last updated 2014-03-31.Registration date 2014-03-13.",https://www.iana.org/domains/root/db/moe.html
.moi,generic,"Amazon Registry Services, Inc.","Record last updated 2016-06-14.Registration date 2015-09-10.",https://www.iana.org/domains/root/db/moi.html
.mom,generic,"Uniregistry, Corp.","Record last updated 2015-08-19.Registration date 2015-08-13.",https://www.iana.org/domains/root/db/mom.html
.monash,generic,Monash University,"Record last updated 2014-02-25.Registration date 2014-01-09.",https://www.iana.org/domains/root/db/monash.html
.money,generic,"Outer McCook, LLC","Record last updated 2015-06-29.Registration date 2014-11-20.",https://www.iana.org/domains/root/db/money.html
.montblanc,generic,Richemont DNS Inc.,"Record last updated 2015-06-05.Registration date 2014-11-20.",https://www.iana.org/domains/root/db/montblanc.html
.mopar,generic,FCA US LLC.,"Record last updated 2016-08-02.Registration date 2016-07-07.",https://www.iana.org/domains/root/db/mopar.html
.mormon,generic,"IRI Domain Management, LLC (""Applicant"")","Record last updated 2014-11-19.Registration date 2014-10-16.",https://www.iana.org/domains/root/db/mormon.html
.mortgage,generic,"United TLD Holdco, Ltd","Record last updated 2015-06-11.Registration date 2014-05-22.",https://www.iana.org/domains/root/db/mortgage.html
.moscow,generic,Foundation for Assistance for Internet Technologies and Infrastructure Development (FAITID),"Record last updated 2016-02-11.Registration date 2014-04-17.",https://www.iana.org/domains/root/db/moscow.html
.motorcycles,generic,"DERMotorcycles, LLC","Record last updated 2015-03-13.Registration date 2014-05-01.",https://www.iana.org/domains/root/db/motorcycles.html
.mov,generic,Charleston Road Registry Inc.,"Record last updated 2016-08-03.Registration date 2014-06-12.",https://www.iana.org/domains/root/db/mov.html
.movie,generic,"New Frostbite, LLC","Record last updated 2015-06-29.Registration date 2015-03-12.",https://www.iana.org/domains/root/db/movie.html
.movistar,generic,Telefónica S.A.,"Record last updated 2015-06-27.Registration date 2015-06-18.",https://www.iana.org/domains/root/db/movistar.html
.mp,country-code,"Saipan Datacom, Inc.","Record last updated 2009-05-21.Registration date 1996-10-22.",https://www.iana.org/domains/root/db/mp.html
.mq,country-code,MEDIASERV,"Record last updated 2011-10-13.Registration date 1997-03-28.",https://www.iana.org/domains/root/db/mq.html
.mr,country-code,"Université des Sciences, de Technologie et de Médecine","Record last updated 2015-11-25.Registration date 1996-04-24.",https://www.iana.org/domains/root/db/mr.html
.ms,country-code,MNI Networks Ltd.,"Record last updated 2015-02-26.Registration date 1997-03-06.",https://www.iana.org/domains/root/db/ms.html
.msd,generic,"MSD Registry Holdings, Inc.","Record last updated 2016-07-23.Registration date 2016-06-24.",https://www.iana.org/domains/root/db/msd.html
.mt,country-code,NIC (Malta),"Record last updated 2015-06-16.Registration date 1992-12-02.",https://www.iana.org/domains/root/db/mt.html
.mtn,generic,MTN Dubai Limited,"Record last updated 2015-05-20.Registration date 2015-03-12.",https://www.iana.org/domains/root/db/mtn.html
.mtpc,generic,Mitsubishi Tanabe Pharma Corporation,"Record last updated 2015-10-14.Registration date 2015-02-27.",https://www.iana.org/domains/root/db/mtpc.html
.mtr,generic,MTR Corporation Limited,"Record last updated 2016-03-03.Registration date 2015-07-31.",https://www.iana.org/domains/root/db/mtr.html
.mu,country-code,Internet Direct Ltd,"Record last updated 2013-03-06.Registration date 1995-10-06.",https://www.iana.org/domains/root/db/mu.html
.museum,sponsored,Museum Domain Management Association,"Record last updated 2014-10-11.Registration date 2001-10-20.",https://www.iana.org/domains/root/db/museum.html
.mutual,generic,"Northwestern Mutual MU TLD Registry, LLC","Record last updated 2016-04-05.Registration date 2015-07-02.",https://www.iana.org/domains/root/db/mutual.html
.mutuelle,generic,Fédération Nationale de la Mutualité Française,"Record last updated 2015-10-23.Registration date 2015-09-24.",https://www.iana.org/domains/root/db/mutuelle.html
.mv,country-code,Dhiraagu Pvt. Ltd. (DHIVEHINET),"Record last updated 2006-03-31.Registration date 1996-09-25.",https://www.iana.org/domains/root/db/mv.html
.mw,country-code,"Malawi Sustainable Development Network Programme
(Malawi SDNP)","Record last updated 2011-12-14.Registration date 1997-01-03.",https://www.iana.org/domains/root/db/mw.html
.mx,country-code,"NIC-Mexico
ITESM - Campus Monterrey","Record last updated 2016-06-16.Registration date 1989-02-01.",https://www.iana.org/domains/root/db/mx.html
.my,country-code,MYNIC Berhad,"Record last updated 2015-08-19.Registration date 1987-06-08.",https://www.iana.org/domains/root/db/my.html
.mz,country-code,Centro de Informatica de Universidade Eduardo Mondlane,"Record last updated 2013-07-31.Registration date 1992-09-04.",https://www.iana.org/domains/root/db/mz.html
.na,country-code,Namibian Network Information Center,"Record last updated 2015-05-29.Registration date 1991-05-08.",https://www.iana.org/domains/root/db/na.html
.nab,generic,National Australia Bank Limited,"Record last updated 2016-08-18.Registration date 2016-08-04.",https://www.iana.org/domains/root/db/nab.html
.nadex,generic,"Nadex Domains, Inc","Record last updated 2016-01-15.Registration date 2015-04-02.",https://www.iana.org/domains/root/db/nadex.html
.nagoya,generic,"GMO Registry, Inc.","Record last updated 2016-01-20.Registration date 2014-01-16.",https://www.iana.org/domains/root/db/nagoya.html
.name,generic-restricted,"VeriSign Information Services, Inc.","Record last updated 2016-02-26.Registration date 2001-08-17.",https://www.iana.org/domains/root/db/name.html
.nationwide,generic,Nationwide Mutual Insurance Company,"Record last updated 2016-07-19.Registration date 2016-04-22.",https://www.iana.org/domains/root/db/nationwide.html
.natura,generic,NATURA COSMÉTICOS S.A.,"Record last updated 2016-02-11.Registration date 2016-01-29.",https://www.iana.org/domains/root/db/natura.html
.navy,generic,United TLD Holdco Ltd.,"Record last updated 2015-06-11.Registration date 2014-05-29.",https://www.iana.org/domains/root/db/navy.html
.nba,generic,"NBA REGISTRY, LLC","Record last updated 2016-08-02.Registration date 2016-07-14.",https://www.iana.org/domains/root/db/nba.html
.nc,country-code,Office des Postes et Telecommunications,"Record last updated 2016-06-21.Registration date 1993-10-13.",https://www.iana.org/domains/root/db/nc.html
.ne,country-code,SONITEL,"Record last updated 2012-07-26.Registration date 1996-04-24.",https://www.iana.org/domains/root/db/ne.html
.nec,generic,NEC Corporation,"Record last updated 2016-03-11.Registration date 2015-04-02.",https://www.iana.org/domains/root/db/nec.html
.net,generic,VeriSign Global Registry Services,"Record last updated 2015-05-29.Registration date 1985-01-01.",https://www.iana.org/domains/root/db/net.html
.netbank,generic,COMMONWEALTH BANK OF AUSTRALIA,"Record last updated 2015-06-22.Registration date 2015-03-26.",https://www.iana.org/domains/root/db/netbank.html
.netflix,generic,"Netflix, Inc.","Record last updated 2016-05-31.Registration date 2016-05-05.",https://www.iana.org/domains/root/db/netflix.html
.network,generic,"Trixy Manor, LLC","Record last updated 2015-06-29.Registration date 2014-08-18.",https://www.iana.org/domains/root/db/network.html
.neustar,generic,"NeuStar, Inc.","Record last updated 2015-08-19.Registration date 2014-02-06.",https://www.iana.org/domains/root/db/neustar.html
.new,generic,Charleston Road Registry Inc.,"Record last updated 2016-08-03.Registration date 2014-06-12.",https://www.iana.org/domains/root/db/new.html
.news,generic,United TLD Holdco Ltd.,"Record last updated 2015-06-11.Registration date 2015-03-12.",https://www.iana.org/domains/root/db/news.html
.next,generic,Next plc,"Record last updated 2016-05-03.Registration date 2016-04-21.",https://www.iana.org/domains/root/db/next.html
.nextdirect,generic,Next plc,"Record last updated 2016-05-03.Registration date 2016-04-21.",https://www.iana.org/domains/root/db/nextdirect.html
.nexus,generic,Charleston Road Registry Inc.,"Record last updated 2016-08-03.Registration date 2014-09-04.",https://www.iana.org/domains/root/db/nexus.html
.nf,country-code,Norfolk Island Data Services,"Record last updated 2015-04-02.Registration date 1996-03-18.",https://www.iana.org/domains/root/db/nf.html
.nfl,generic,NFL Reg Ops LLC,"Record last updated 2016-06-23.Registration date 2016-06-03.",https://www.iana.org/domains/root/db/nfl.html
.ng,country-code,Nigeria Internet Registration Association,"Record last updated 2016-03-19.Registration date 1995-03-15.",https://www.iana.org/domains/root/db/ng.html
.ngo,generic,Public Interest Registry,"Record last updated 2016-05-09.Registration date 2014-07-10.",https://www.iana.org/domains/root/db/ngo.html
.nhk,generic,Japan Broadcasting Corporation (NHK),"Record last updated 2016-05-23.Registration date 2014-04-24.",https://www.iana.org/domains/root/db/nhk.html
.ni,country-code,"Universidad Nacional del Ingernieria
Centro de Computo","Record last updated 2013-10-14.Registration date 1989-10-13.",https://www.iana.org/domains/root/db/ni.html
.nico,generic,"DWANGO Co., Ltd.","Record last updated 2016-05-23.Registration date 2015-02-05.",https://www.iana.org/domains/root/db/nico.html
.nike,generic,"NIKE, Inc.","Record last updated 2016-07-09.Registration date 2015-10-29.",https://www.iana.org/domains/root/db/nike.html
.nikon,generic,NIKON CORPORATION,"Record last updated 2016-02-27.Registration date 2015-10-01.",https://www.iana.org/domains/root/db/nikon.html
.ninja,generic,United TLD Holdco Ltd.,"Record last updated 2015-06-11.Registration date 2013-12-19.",https://www.iana.org/domains/root/db/ninja.html
.nissan,generic,"NISSAN MOTOR CO., LTD.","Record last updated 2015-10-14.Registration date 2014-07-10.",https://www.iana.org/domains/root/db/nissan.html
.nissay,generic,Nippon Life Insurance Company,"Record last updated 2016-04-01.Registration date 2016-01-08.",https://www.iana.org/domains/root/db/nissay.html
.nl,country-code,SIDN (Stichting Internet  Domeinregistratie Nederland),"Record last updated 2016-06-08.Registration date 1986-04-25.",https://www.iana.org/domains/root/db/nl.html
.no,country-code,UNINETT Norid A/S,"Record last updated 2015-04-16.Registration date 1987-03-17.",https://www.iana.org/domains/root/db/no.html
.nokia,generic,Nokia Corporation,"Record last updated 2015-08-06.Registration date 2015-04-23.",https://www.iana.org/domains/root/db/nokia.html
.northwesternmutual,generic,"Northwestern Mutual Registry, LLC","Record last updated 2016-04-06.Registration date 2015-12-04.",https://www.iana.org/domains/root/db/northwesternmutual.html
.norton,generic,Symantec Corporation,"Record last updated 2016-06-14.Registration date 2015-09-24.",https://www.iana.org/domains/root/db/norton.html
.now,generic,"Amazon Registry Services, Inc.","Record last updated 2016-06-14.Registration date 2016-05-19.",https://www.iana.org/domains/root/db/now.html
.nowruz,generic,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,"Record last updated 2015-12-05.Registration date 2015-11-25.",https://www.iana.org/domains/root/db/nowruz.html
.nowtv,generic,Starbucks (HK) Limited,"Record last updated 2016-05-11.Registration date 2016-04-15.",https://www.iana.org/domains/root/db/nowtv.html
.np,country-code,Mercantile Communications Pvt. Ltd.,"Record last updated 2012-01-10.Registration date 1995-01-25.",https://www.iana.org/domains/root/db/np.html
.nr,country-code,CENPAC NET,"Record last updated 2014-11-12.Registration date 1998-03-30.",https://www.iana.org/domains/root/db/nr.html
.nra,generic,"NRA Holdings Company, INC.","Record last updated 2014-07-18.Registration date 2014-07-10.",https://www.iana.org/domains/root/db/nra.html
.nrw,generic,Minds + Machines GmbH,"Record last updated 2015-11-17.Registration date 2014-05-29.",https://www.iana.org/domains/root/db/nrw.html
.ntt,generic,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,"Record last updated 2015-12-29.Registration date 2015-01-08.",https://www.iana.org/domains/root/db/ntt.html
.nu,country-code,The IUSN Foundation,"Record last updated 2013-11-20.Registration date 1997-06-20.",https://www.iana.org/domains/root/db/nu.html
.nyc,generic,The City of New York by and through the New York City Department of Information Technology & Telecommunications,"Record last updated 2015-07-30.Registration date 2014-03-13.",https://www.iana.org/domains/root/db/nyc.html
.nz,country-code,InternetNZ,"Record last updated 2016-07-28.Registration date 1987-01-19.",https://www.iana.org/domains/root/db/nz.html
.obi,generic,OBI Group Holding SE & Co. KGaA,"Record last updated 2016-02-27.Registration date 2015-09-03.",https://www.iana.org/domains/root/db/obi.html
.off,generic,"Johnson Shareholdings, Inc.","Record last updated 2016-07-21.Registration date 2016-07-14.",https://www.iana.org/domains/root/db/off.html
.office,generic,Microsoft Corporation,"Record last updated 2015-06-23.Registration date 2015-06-04.",https://www.iana.org/domains/root/db/office.html
.okinawa,generic,"BRregistry, Inc.","Record last updated 2016-06-15.Registration date 2014-02-20.",https://www.iana.org/domains/root/db/okinawa.html
.olayan,generic,Crescent Holding GmbH,"Record last updated 2016-05-03.Registration date 2016-04-21.",https://www.iana.org/domains/root/db/olayan.html
.olayangroup,generic,Crescent Holding GmbH,"Record last updated 2016-05-06.Registration date 2016-04-21.",https://www.iana.org/domains/root/db/olayangroup.html
.oldnavy,generic,"The Gap, Inc.","Record last updated 2016-08-04.Registration date 2016-07-14.",https://www.iana.org/domains/root/db/oldnavy.html
.ollo,generic,Dish DBS Corporation,"Record last updated 2016-05-27.Registration date 2016-05-19.",https://www.iana.org/domains/root/db/ollo.html
.om,country-code,Telecommunications Regulatory Authority (TRA),"Record last updated 2015-12-29.Registration date 1996-04-11.",https://www.iana.org/domains/root/db/om.html
.omega,generic,The Swatch Group Ltd,"Record last updated 2016-02-24.Registration date 2015-04-23.",https://www.iana.org/domains/root/db/omega.html
.one,generic,One.com A/S,"Record last updated 2015-01-22.Registration date 2014-12-18.",https://www.iana.org/domains/root/db/one.html
.ong,generic,Public Interest Registry,"Record last updated 2016-05-09.Registration date 2014-07-10.",https://www.iana.org/domains/root/db/ong.html
.onl,generic,"I-REGISTRY Ltd., Niederlassung Deutschland","Record last updated 2013-12-28.Registration date 2013-12-12.",https://www.iana.org/domains/root/db/onl.html
.online,generic,DotOnline Inc.,"Record last updated 2015-07-22.Registration date 2015-03-06.",https://www.iana.org/domains/root/db/online.html
.onyourside,generic,Nationwide Mutual Insurance Company,"Record last updated 2016-07-16.Registration date 2016-04-22.",https://www.iana.org/domains/root/db/onyourside.html
.ooo,generic,INFIBEAM INCORPORATION LIMITED,"Record last updated 2016-02-24.Registration date 2014-07-31.",https://www.iana.org/domains/root/db/ooo.html
.open,generic,"American Express Travel Related Services Company, Inc.","Record last updated 2016-08-08.Registration date 2016-07-21.",https://www.iana.org/domains/root/db/open.html
.oracle,generic,Oracle Corporation,"Record last updated 2016-02-19.Registration date 2015-01-15.",https://www.iana.org/domains/root/db/oracle.html
.orange,generic,Orange Brand Services Limited,"Record last updated 2016-02-19.Registration date 2015-06-18.",https://www.iana.org/domains/root/db/orange.html
.org,generic,Public Interest Registry (PIR),"Record last updated 2016-05-10.Registration date 1985-01-01.",https://www.iana.org/domains/root/db/org.html
.organic,generic,Afilias Limited,"Record last updated 2014-06-13.Registration date 2014-05-29.",https://www.iana.org/domains/root/db/organic.html
.orientexpress,generic,Orient Express,"Record last updated 2016-06-23.Registration date 2016-06-14.",https://www.iana.org/domains/root/db/orientexpress.html
.origins,generic,The Estée Lauder Companies Inc.,"Record last updated 2015-12-24.Registration date 2015-12-10.",https://www.iana.org/domains/root/db/origins.html
.osaka,generic,"Interlink Co., Ltd.","Record last updated 2014-12-15.Registration date 2014-12-04.",https://www.iana.org/domains/root/db/osaka.html
.otsuka,generic,"Otsuka Holdings Co., Ltd.","Record last updated 2015-10-14.Registration date 2014-06-26.",https://www.iana.org/domains/root/db/otsuka.html
.ott,generic,Dish DBS Corporation,"Record last updated 2016-05-27.Registration date 2016-05-19.",https://www.iana.org/domains/root/db/ott.html
.ovh,generic,OVH SAS,"Record last updated 2016-05-26.Registration date 2014-05-01.",https://www.iana.org/domains/root/db/ovh.html
.pa,country-code,Universidad Tecnologica de Panama,"Record last updated 2016-03-10.Registration date 1994-05-25.",https://www.iana.org/domains/root/db/pa.html
.page,generic,Charleston Road Registry Inc.,"Record last updated 2016-08-03.Registration date 2015-02-05.",https://www.iana.org/domains/root/db/page.html
.pamperedchef,generic,"The Pampered Chef, Ltd.","Record last updated 2016-03-03.Registration date 2015-05-14.",https://www.iana.org/domains/root/db/pamperedchef.html
.panasonic,generic,Panasonic Corporation,"Record last updated 2016-07-16.Registration date 2016-06-24.",https://www.iana.org/domains/root/db/panasonic.html
.panerai,generic,Richemont DNS Inc.,"Record last updated 2015-03-25.Registration date 2015-02-19.",https://www.iana.org/domains/root/db/panerai.html
.paris,generic,City of Paris,"Record last updated 2016-05-16.Registration date 2014-03-27.",https://www.iana.org/domains/root/db/paris.html
.pars,generic,Asia Green IT System Bilgisayar San. ve Tic. Ltd. Sti.,"Record last updated 2015-12-07.Registration date 2015-11-25.",https://www.iana.org/domains/root/db/pars.html
.partners,generic,"Magic Glen, LLC","Record last updated 2015-06-29.Registration date 2014-01-30.",https://www.iana.org/domains/root/db/partners.html
.parts,generic,"Sea Goodbye, LLC","Record last updated 2015-06-30.Registration date 2014-02-06.",https://www.iana.org/domains/root/db/parts.html
.party,generic,Blue Sky Registry Limited,"Record last updated 2015-07-02.Registration date 2014-10-23.",https://www.iana.org/domains/root/db/party.html
.passagens,generic,Travel Reservations SRL,"Record last updated 2016-06-05.Registration date 2016-02-19.",https://www.iana.org/domains/root/db/passagens.html
.pay,generic,"Amazon Registry Services, Inc.","Record last updated 2016-08-10.Registration date 2016-07-21.",https://www.iana.org/domains/root/db/pay.html
.pccw,generic,PCCW Enterprises Limited,"Record last updated 2016-05-11.Registration date 2016-04-15.",https://www.iana.org/domains/root/db/pccw.html
.pe,country-code,Red Cientifica Peruana,"Record last updated 2014-01-20.Registration date 1991-11-25.",https://www.iana.org/domains/root/db/pe.html
.pet,generic,Afilias plc,"Record last updated 2015-07-26.Registration date 2015-07-16.",https://www.iana.org/domains/root/db/pet.html
.pf,country-code,Gouvernement de la Polynésie française,"Record last updated 2015-01-23.Registration date 1996-03-19.",https://www.iana.org/domains/root/db/pf.html
.pfizer,generic,Pfizer Inc.,"Record last updated 2016-07-16.Registration date 2016-06-16.",https://www.iana.org/domains/root/db/pfizer.html
.pg,country-code,"PNG DNS Administration
Vice Chancellors Office
The Papua New Guinea University of Technology","Record last updated 2010-07-09.Registration date 1991-09-26.",https://www.iana.org/domains/root/db/pg.html
.ph,country-code,PH Domain Foundation,"Record last updated 2013-12-12.Registration date 1990-09-14.",https://www.iana.org/domains/root/db/ph.html
.pharmacy,generic,National Association of Boards of Pharmacy,"Record last updated 2014-09-05.Registration date 2014-08-28.",https://www.iana.org/domains/root/db/pharmacy.html
.philips,generic,Koninklijke Philips N.V.,"Record last updated 2015-10-08.Registration date 2015-02-05.",https://www.iana.org/domains/root/db/philips.html
.photo,generic,"Uniregistry, Corp.","Record last updated 2015-09-09.Registration date 2014-01-16.",https://www.iana.org/domains/root/db/photo.html
.photography,generic,"Sugar Glen, LLC","Record last updated 2015-06-29.Registration date 2013-11-13.",https://www.iana.org/domains/root/db/photography.html
.photos,generic,"Sea Corner, LLC","Record last updated 2015-06-29.Registration date 2013-12-12.",https://www.iana.org/domains/root/db/photos.html
.physio,generic,PhysBiz Pty Ltd,"Record last updated 2015-03-12.Registration date 2014-06-05.",https://www.iana.org/domains/root/db/physio.html
.piaget,generic,Richemont DNS Inc.,"Record last updated 2015-03-16.Registration date 2015-01-08.",https://www.iana.org/domains/root/db/piaget.html
.pics,generic,"Uniregistry, Corp.","Record last updated 2015-09-09.Registration date 2014-01-09.",https://www.iana.org/domains/root/db/pics.html
.pictet,generic,Pictet Europe S.A.,"Record last updated 2016-02-24.Registration date 2015-01-08.",https://www.iana.org/domains/root/db/pictet.html
.pictures,generic,"Foggy Sky, LLC","Record last updated 2015-06-29.Registration date 2014-04-03.",https://www.iana.org/domains/root/db/pictures.html
.pid,generic,"Top Level Spectrum, Inc.","Record last updated 2016-01-08.Registration date 2015-12-10.",https://www.iana.org/domains/root/db/pid.html
.pin,generic,"Amazon Registry Services, Inc.","Record last updated 2016-06-14.Registration date 2015-11-12.",https://www.iana.org/domains/root/db/pin.html
.ping,generic,"Ping Registry Provider, Inc.","Record last updated 2015-10-29.Registration date 2015-09-24.",https://www.iana.org/domains/root/db/ping.html
.pink,generic,Afilias Limited,"Record last updated 2014-01-18.Registration date 2013-12-19.",https://www.iana.org/domains/root/db/pink.html
.pioneer,generic,Pioneer Corporation,"Record last updated 2016-06-02.Registration date 2016-05-26.",https://www.iana.org/domains/root/db/pioneer.html
.pizza,generic,"Foggy Moon, LLC","Record last updated 2015-06-29.Registration date 2014-08-22.",https://www.iana.org/domains/root/db/pizza.html
.pk,country-code,PKNIC,"Record last updated 2014-09-11.Registration date 1992-06-03.",https://www.iana.org/domains/root/db/pk.html
