name,type,sponsoring_org,last_updated,registered,iana_url
.auction,generic,"United TLD HoldCo, Ltd.",2015-06-11,2014-04-24,https://www.iana.org/domains/root/db/auction.html
.audi,generic,AUDI Aktiengesellschaft,2015-11-25,2015-11-12,https://www.iana.org/domains/root/db/audi.html
.audible,generic,"Amazon Registry Services, Inc.",2016-06-14,2016-05-19,https://www.iana.org/domains/root/db/audible.html
.audio,generic,"Uniregistry, Corp.",2015-09-09,2014-05-08,https://www.iana.org/domains/root/db/audio.html
.auspost,generic,Australian Postal Corporation,2016-08-18,2016-08-11,https://www.iana.org/domains/root/db/auspost.html
.author,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/author.html
.auto,generic,Cars Registry Limited,2015-09-09,2015-03-12,https://www.iana.org/domains/root/db/auto.html
.autos,generic,"DERAutos, LLC",2015-03-13,2014-05-01,https://www.iana.org/domains/root/db/autos.html
.avianca,generic,Aerovias del Continente Americano S.A. Avianca,2016-03-09,2016-02-26,https://www.iana.org/domains/root/db/avianca.html
.aw,country-code,SETAR,2016-06-10,1996-02-20,https://www.iana.org/domains/root/db/aw.html
.aws,generic,"Amazon Registry Services, Inc.",2016-06-14,2016-03-18,https://www.iana.org/domains/root/db/aws.html
.ax,country-code,Ålands landskapsregering,2012-12-04,2006-06-21,https://www.iana.org/domains/root/db/ax.html
.axa,generic,AXA SA,2016-06-17,2014-03-13,https://www.iana.org/domains/root/db/axa.html
.az,country-code,IntraNS,2016-01-12,1993-08-25,https://www.iana.org/domains/root/db/az.html
.azure,generic,Microsoft Corporation,2016-02-27,2015-04-30,https://www.iana.org/domains/root/db/azure.html
.ba,country-code,Universtiy Telinformatic Centre (UTIC),2016-03-14,1996-08-14,https://www.iana.org/domains/root/db/ba.html
.baby,generic,"Johnson & Johnson Services, Inc.",2016-04-08,2016-01-14,https://www.iana.org/domains/root/db/baby.html
.baidu,generic,"Baidu, Inc.",2016-01-05,2015-12-17,https://www.iana.org/domains/root/db/baidu.html
.banamex,generic,Citigroup Inc.,2016-07-28,2016-07-21,https://www.iana.org/domains/root/db/banamex.html
.bananarepublic,generic,"The Gap, Inc.",2016-08-04,2016-07-14,https://www.iana.org/domains/root/db/bananarepublic.html
.band,generic,"United TLD Holdco, Ltd",2015-06-11,2014-10-01,https://www.iana.org/domains/root/db/band.html
.bank,generic,"fTLD Registry Services, LLC",2016-02-22,2014-11-26,https://www.iana.org/domains/root/db/bank.html
.bar,generic,Punto 2012 Sociedad Anonima Promotora de Inversion de Capital Variable,2015-10-14,2014-02-13,https://www.iana.org/domains/root/db/bar.html
.barcelona,generic,Municipi de Barcelona,2015-07-08,2015-06-04,https://www.iana.org/domains/root/db/barcelona.html
.barclaycard,generic,Barclays Bank PLC,2015-01-25,2015-01-08,https://www.iana.org/domains/root/db/barclaycard.html
.barclays,generic,Barclays Bank PLC,2015-01-25,2015-01-08,https://www.iana.org/domains/root/db/barclays.html
.barefoot,generic,"Gallo Vineyards, Inc.",2016-03-24,2015-10-24,https://www.iana.org/domains/root/db/barefoot.html
.bargains,generic,"Half Hallow, LLC",2015-06-29,2014-01-16,https://www.iana.org/domains/root/db/bargains.html
.bauhaus,generic,Werkhaus GmbH,2015-04-06,2015-03-12,https://www.iana.org/domains/root/db/bauhaus.html
.bayern,generic,Bayern Connect GmbH,2016-04-16,2014-03-13,https://www.iana.org/domains/root/db/bayern.html
.bb,country-code,"Government of Barbados
Ministry of Economic Affairs and Development
Telecommunications Unit",2011-10-06,1991-09-03,https://www.iana.org/domains/root/db/bb.html
.bbc,generic,British Broadcasting Corporation,2015-08-26,2015-03-12,https://www.iana.org/domains/root/db/bbc.html
.bbt,generic,BB&T Corporation,2016-07-16,2016-05-12,https://www.iana.org/domains/root/db/bbt.html
.bbva,generic,"BANCO BILBAO VIZCAYA ARGENTARIA, S.A.",2016-02-27,2015-04-23,https://www.iana.org/domains/root/db/bbva.html
.bcg,generic,"The Boston Consulting Group, Inc.",2016-03-09,2016-02-11,https://www.iana.org/domains/root/db/bcg.html
.bcn,generic,Municipi de Barcelona,2015-07-08,2015-06-04,https://www.iana.org/domains/root/db/bcn.html
.bd,country-code,"Ministry of Post & Telecommunications
Bangladesh Secretariat",2010-07-23,1999-05-20,https://www.iana.org/domains/root/db/bd.html
.be,country-code,DNS Belgium vzw/asbl,2016-06-28,1988-08-05,https://www.iana.org/domains/root/db/be.html
.beats,generic,"Beats Electronics, LLC",2015-11-03,2015-08-13,https://www.iana.org/domains/root/db/beats.html
.beauty,generic,L'Oréal,2016-07-16,2016-04-07,https://www.iana.org/domains/root/db/beauty.html
.beer,generic,Top Level Domain Holdings Limited,2016-04-16,2014-03-13,https://www.iana.org/domains/root/db/beer.html
.bentley,generic,Bentley Motors Limited,2015-09-23,2015-05-14,https://www.iana.org/domains/root/db/bentley.html
.berlin,generic,dotBERLIN GmbH & Co. KG,2016-01-21,2013-12-19,https://www.iana.org/domains/root/db/berlin.html
.best,generic,BestTLD Pty Ltd,2014-02-27,2014-02-20,https://www.iana.org/domains/root/db/best.html
.bestbuy,generic,"BBY Solutions, Inc.",2016-07-19,2015-12-10,https://www.iana.org/domains/root/db/bestbuy.html
.bet,generic,Afilias plc,2015-07-24,2015-07-16,https://www.iana.org/domains/root/db/bet.html
.bf,country-code,ARCE-AutoritÈ de RÈgulation des Communications Electroniques,2011-02-07,1993-03-29,https://www.iana.org/domains/root/db/bf.html
.bg,country-code,Register.BG,2015-07-09,1995-01-03,https://www.iana.org/domains/root/db/bg.html
.bh,country-code,Telecommunications Regulatory Authority (TRA),2014-01-13,1994-02-01,https://www.iana.org/domains/root/db/bh.html
.bharti,generic,Bharti Enterprises (Holding) Private Limited,2016-03-09,2015-05-08,https://www.iana.org/domains/root/db/bharti.html
.bi,country-code,Centre National de l'Informatique,2012-04-21,1996-10-21,https://www.iana.org/domains/root/db/bi.html
.bible,generic,American Bible Society,2015-08-13,2015-05-14,https://www.iana.org/domains/root/db/bible.html
.bid,generic,dot Bid Limited,2015-07-02,2014-02-13,https://www.iana.org/domains/root/db/bid.html
.bike,generic,"Grand Hollow, LLC",2015-06-29,2013-11-08,https://www.iana.org/domains/root/db/bike.html
.bing,generic,Microsoft Corporation,2016-02-27,2015-04-30,https://www.iana.org/domains/root/db/bing.html
.bingo,generic,"Sand Cedar, LLC",2015-06-29,2015-01-29,https://www.iana.org/domains/root/db/bingo.html
.bio,generic,STARTING DOT LIMITED,2016-01-30,2014-05-15,https://www.iana.org/domains/root/db/bio.html
.biz,generic-restricted,"Neustar, Inc.",2016-05-25,2001-06-26,https://www.iana.org/domains/root/db/biz.html
.bj,country-code,Benin Telecoms S.A.,2012-09-29,1996-01-18,https://www.iana.org/domains/root/db/bj.html
.bl,country-code,Not assigned,2007-10-11,2007-10-11,https://www.iana.org/domains/root/db/bl.html
.black,generic,Afilias Limited,2014-03-27,2014-03-20,https://www.iana.org/domains/root/db/black.html
.blackfriday,generic,"Uniregistry, Corp.",2015-09-09,2014-04-17,https://www.iana.org/domains/root/db/blackfriday.html
.blanco,generic,BLANCO GmbH + Co KG,2016-06-22,2016-06-03,https://www.iana.org/domains/root/db/blanco.html
.blockbuster,generic,Dish DBS Corporation,2016-08-04,2016-06-30,https://www.iana.org/domains/root/db/blockbuster.html
.blog,generic,"Knock Knock WHOIS There, LLC",2016-06-28,2016-05-12,https://www.iana.org/domains/root/db/blog.html
.bloomberg,generic,Bloomberg IP Holdings LLC,2016-02-22,2014-10-16,https://www.iana.org/domains/root/db/bloomberg.html
.blue,generic,Afilias Limited,2014-02-05,2014-01-23,https://www.iana.org/domains/root/db/blue.html
.bm,country-code,"Registry General Department, Ministry of Home Affairs",2016-08-17,1993-03-31,https://www.iana.org/domains/root/db/bm.html
.bms,generic,Bristol-Myers Squibb Company,2016-02-22,2015-09-10,https://www.iana.org/domains/root/db/bms.html
.bmw,generic,Bayerische Motoren Werke Aktiengesellschaft,2016-01-26,2014-06-05,https://www.iana.org/domains/root/db/bmw.html
.bn,country-code,Brunei Darussalam Network Information Centre Sdn Bhd (BNNIC),2015-05-06,1994-06-03,https://www.iana.org/domains/root/db/bn.html
.bnl,generic,Banca Nazionale del Lavoro,2015-06-27,2015-06-11,https://www.iana.org/domains/root/db/bnl.html
.bnpparibas,generic,BNP Paribas,2014-08-14,2014-07-31,https://www.iana.org/domains/root/db/bnpparibas.html
.bo,country-code,Agencia para el Desarrollo de la Información de la Sociedad en Bolivia,2016-08-05,1991-02-26,https://www.iana.org/domains/root/db/bo.html
.boats,generic,"DERBoats, LLC",2015-03-13,2015-02-13,https://www.iana.org/domains/root/db/boats.html
.boehringer,generic,Boehringer Ingelheim International GmbH,2015-11-25,2015-11-06,https://www.iana.org/domains/root/db/boehringer.html
.bofa,generic,"NMS Services, Inc.",2016-08-02,2016-07-28,https://www.iana.org/domains/root/db/bofa.html
.bom,generic,Núcleo de Informação e Coordenação do Ponto BR - NIC.br,2016-01-29,2015-05-29,https://www.iana.org/domains/root/db/bom.html
.bond,generic,Bond University Limited,2015-10-24,2014-10-30,https://www.iana.org/domains/root/db/bond.html
.boo,generic,Charleston Road Registry Inc.,2016-08-03,2014-06-12,https://www.iana.org/domains/root/db/boo.html
.book,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/book.html
.booking,generic,Booking.com B.V.,2016-07-23,2016-07-07,https://www.iana.org/domains/root/db/booking.html
.boots,generic,THE BOOTS COMPANY PLC,2015-08-05,2015-06-18,https://www.iana.org/domains/root/db/boots.html
.bosch,generic,Robert Bosch GMBH,2016-02-22,2015-12-18,https://www.iana.org/domains/root/db/bosch.html
.bostik,generic,Bostik SA,2015-11-25,2015-11-06,https://www.iana.org/domains/root/db/bostik.html
.bot,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/bot.html
.boutique,generic,"Over Galley, LLC",2015-06-29,2014-01-16,https://www.iana.org/domains/root/db/boutique.html
.bq,country-code,Not assigned,2010-12-20,2010-12-20,https://www.iana.org/domains/root/db/bq.html
.br,country-code,Comite Gestor da Internet no Brasil,2015-06-18,1989-04-18,https://www.iana.org/domains/root/db/br.html
.bradesco,generic,Banco Bradesco S.A.,2016-08-08,2015-05-29,https://www.iana.org/domains/root/db/bradesco.html
.bridgestone,generic,Bridgestone Corporation,2016-04-13,2015-04-16,https://www.iana.org/domains/root/db/bridgestone.html
.broadway,generic,"Celebrate Broadway, Inc.",2016-08-08,2015-10-08,https://www.iana.org/domains/root/db/broadway.html
.broker,generic,DOTBROKER REGISTRY LTD,2016-02-24,2015-03-06,https://www.iana.org/domains/root/db/broker.html
.brother,generic,"Brother Industries, Ltd.",2016-03-11,2015-04-09,https://www.iana.org/domains/root/db/brother.html
.brussels,generic,DNS.be vzw,2015-12-24,2014-06-05,https://www.iana.org/domains/root/db/brussels.html
.bs,country-code,The College of the Bahamas,2015-02-12,1991-09-03,https://www.iana.org/domains/root/db/bs.html
.bt,country-code,Ministry of Information and Communications,2012-08-11,1997-07-16,https://www.iana.org/domains/root/db/bt.html
.budapest,generic,Top Level Domain Holdings Limited,2016-04-16,2014-02-28,https://www.iana.org/domains/root/db/budapest.html
.bugatti,generic,Bugatti International SA,2015-11-25,2015-11-12,https://www.iana.org/domains/root/db/bugatti.html
.build,generic,Plan Bee LLC,2014-02-09,2014-01-09,https://www.iana.org/domains/root/db/build.html
.builders,generic,"Atomic Madison, LLC",2015-06-29,2013-12-19,https://www.iana.org/domains/root/db/builders.html
.business,generic,"Spring Cross, LLC",2015-06-29,2014-08-18,https://www.iana.org/domains/root/db/business.html
.buy,generic,"Amazon Registry Services, INC",2016-06-14,2015-11-20,https://www.iana.org/domains/root/db/buy.html
.buzz,generic,DOTSTRATEGY CO.,2015-08-17,2013-12-12,https://www.iana.org/domains/root/db/buzz.html
.bv,country-code,UNINETT Norid A/S,2015-04-16,1997-08-21,https://www.iana.org/domains/root/db/bv.html
.bw,country-code,Botswana Communications Regulatory Authority (BOCRA),2016-06-25,1993-03-19,https://www.iana.org/domains/root/db/bw.html
.by,country-code,"Reliable Software, Ltd.",2016-03-01,1994-05-10,https://www.iana.org/domains/root/db/by.html
.bz,country-code,University of Belize,2010-10-18,1991-09-03,https://www.iana.org/domains/root/db/bz.html
.bzh,generic,Association www.bzh,2016-04-02,2014-05-29,https://www.iana.org/domains/root/db/bzh.html
.ca,country-code,Canadian Internet Registration Authority (CIRA) Autorité Canadienne pour les enregistrements Internet (ACEI),2016-07-14,1987-05-14,https://www.iana.org/domains/root/db/ca.html
.cab,generic,"Half Sunset, LLC",2015-06-29,2013-12-12,https://www.iana.org/domains/root/db/cab.html
.cafe,generic,"Pioneer Canyon, LLC",2015-06-29,2015-03-12,https://www.iana.org/domains/root/db/cafe.html
.cal,generic,Charleston Road Registry Inc.,2016-08-03,2014-09-04,https://www.iana.org/domains/root/db/cal.html
.call,generic,"Amazon Registry Services, Inc.",2016-06-14,2015-11-12,https://www.iana.org/domains/root/db/call.html
.calvinklein,generic,PVH gTLD Holdings LLC,2016-08-04,2016-07-28,https://www.iana.org/domains/root/db/calvinklein.html
.cam,generic,AC Webconnecting Holding B.V.,2016-06-16,2016-06-09,https://www.iana.org/domains/root/db/cam.html
.camera,generic,"Atomic Maple, LLC",2015-06-29,2013-10-31,https://www.iana.org/domains/root/db/camera.html
.camp,generic,"Delta Dynamite, LLC",2015-06-29,2013-12-12,https://www.iana.org/domains/root/db/camp.html
.cancerresearch,generic,Australian Cancer Research Foundation,2014-07-03,2014-06-19,https://www.iana.org/domains/root/db/cancerresearch.html
.canon,generic,Canon Inc.,2016-04-18,2015-01-29,https://www.iana.org/domains/root/db/canon.html
.capetown,generic,ZA Central Registry NPC trading as ZA Central Registry,2014-06-19,2014-06-05,https://www.iana.org/domains/root/db/capetown.html
.capital,generic,"Delta Mill, LLC",2015-06-29,2014-04-03,https://www.iana.org/domains/root/db/capital.html
.capitalone,generic,Capital One Financial Corporation,2016-08-10,2016-08-04,https://www.iana.org/domains/root/db/capitalone.html
.car,generic,Cars Registry Limited,2015-09-09,2015-08-26,https://www.iana.org/domains/root/db/car.html
.caravan,generic,"Caravan International, Inc.",2014-08-15,2014-05-22,https://www.iana.org/domains/root/db/caravan.html
.cards,generic,"Foggy Hollow, LLC",2015-06-29,2014-02-06,https://www.iana.org/domains/root/db/cards.html
.care,generic,"Goose Cross, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/care.html
.career,generic,dotCareer LLC,2016-01-20,2014-03-20,https://www.iana.org/domains/root/db/career.html
.careers,generic,"Wild Corner, LLC",2015-06-29,2013-12-12,https://www.iana.org/domains/root/db/careers.html
.cars,generic,Cars Registry Limited,2015-09-09,2015-03-12,https://www.iana.org/domains/root/db/cars.html
.cartier,generic,Richemont DNS Inc.,2014-12-11,2014-11-20,https://www.iana.org/domains/root/db/cartier.html
.casa,generic,Top Level Domain Holdings Limited,2016-04-16,2014-08-18,https://www.iana.org/domains/root/db/casa.html
.cash,generic,"Delta Lake, LLC",2015-06-29,2014-04-17,https://www.iana.org/domains/root/db/cash.html
.casino,generic,"Binky Sky, LLC",2015-06-29,2015-02-13,https://www.iana.org/domains/root/db/casino.html
.cat,sponsored,Fundacio puntCAT,2016-06-02,2005-12-19,https://www.iana.org/domains/root/db/cat.html
.catering,generic,New Falls. LLC,2015-06-29,2014-01-30,https://www.iana.org/domains/root/db/catering.html
.cba,generic,COMMONWEALTH BANK OF AUSTRALIA,2015-06-22,2015-03-26,https://www.iana.org/domains/root/db/cba.html
.cbn,generic,"The Christian Broadcasting Network, Inc.",2015-02-13,2014-11-20,https://www.iana.org/domains/root/db/cbn.html
.cbre,generic,"CBRE, Inc.",2016-07-02,2016-06-16,https://www.iana.org/domains/root/db/cbre.html
.cbs,generic,CBS Domains Inc.,2016-08-04,2016-07-21,https://www.iana.org/domains/root/db/cbs.html
.cc,country-code,"eNIC Cocos (Keeling) Islands Pty.
Ltd. d/b/a Island Internet Services",2016-04-26,1997-10-13,https://www.iana.org/domains/root/db/cc.html
.cd,country-code,Office Congolais des Postes et Télécommunications - OCPT,2013-12-10,1997-08-20,https://www.iana.org/domains/root/db/cd.html
.ceb,generic,The Corporate Executive Board Company,2015-08-10,2015-07-02,https://www.iana.org/domains/root/db/ceb.html
.center,generic,"Tin Mill, LLC",2015-06-29,2013-12-12,https://www.iana.org/domains/root/db/center.html
.ceo,generic,CEOTLD Pty Ltd,2014-04-08,2013-12-19,https://www.iana.org/domains/root/db/ceo.html
.cern,generic,"European Organization for Nuclear Research (""CERN"")",2016-08-17,2014-08-13,https://www.iana.org/domains/root/db/cern.html
.cf,country-code,Societe Centrafricaine de Telecommunications (SOCATEL),2015-12-29,1996-04-24,https://www.iana.org/domains/root/db/cf.html
.cfa,generic,CFA Institute,2016-02-22,2015-04-16,https://www.iana.org/domains/root/db/cfa.html
.cfd,generic,DOTCFD REGISTRY LTD,2016-02-24,2015-03-06,https://www.iana.org/domains/root/db/cfd.html
.cg,country-code,ONPT Congo and Interpoint Switzerland,2015-07-17,1997-01-14,https://www.iana.org/domains/root/db/cg.html
.ch,country-code,SWITCH The Swiss Education & Research Network,2016-06-13,1987-05-20,https://www.iana.org/domains/root/db/ch.html
.chanel,generic,Chanel International B.V.,2016-02-22,2015-06-18,https://www.iana.org/domains/root/db/chanel.html
.channel,generic,Charleston Road Registry Inc.,2016-08-03,2014-08-23,https://www.iana.org/domains/root/db/channel.html
.chase,generic,"JPMorgan Chase Bank, National Association",2016-07-22,2016-01-14,https://www.iana.org/domains/root/db/chase.html
.chat,generic,"Sand Fields, LLC",2015-06-29,2015-01-29,https://www.iana.org/domains/root/db/chat.html
.cheap,generic,"Sand Cover, LLC",2015-06-29,2014-01-09,https://www.iana.org/domains/root/db/cheap.html
.chintai,generic,CHINTAI Corporation,2016-06-14,2016-03-03,https://www.iana.org/domains/root/db/chintai.html
.chloe,generic,Richemont DNS Inc.,2015-03-09,2015-01-08,https://www.iana.org/domains/root/db/chloe.html
.christmas,generic,"Uniregistry, Corp.",2015-09-09,2014-02-13,https://www.iana.org/domains/root/db/christmas.html
.chrome,generic,Charleston Road Registry Inc.,2016-08-03,2014-09-04,https://www.iana.org/domains/root/db/chrome.html
